Location,Year,Municipality Population-- do not change or edit - click to see definition,Direct Circ,Total Appropriated Municipal Income--Operating,1 Total number of adult programs,2 Total attendance at all adult programs,3 Total number of Young Adult programs,4 Total attendance at YA programs,5 Total number of children's programs,6 Total Attendance at all Children's Programs,7 Total Number of Programs,8 Total Attendance at All Programs,ILL Received,ILL Provided,Visitors,1 Number of public use Internet computers available in the library (including children's area) and its branches and bookmobiles,Number of Users of Public Internet Computers Per Year - IMLS
Rutland - Rutland Free Public Library,2016,"8,256","57,663","$215,922 ",232,529,2,22,80,"2,687",314,"3,238","1,859","1,307","39,610",17,"9,100"
Boxford - Boxford Town Library,2016,"8,163","49,031","$432,577 ",66,794,2,30,108,"1,863",176,"2,687","39,386","16,084","22,530",2,468
Templeton - Boynton Public Library,2016,"8,134","34,120","$70,202 ",2,35,2,10,235,"6,420",239,"6,465","1,367",1,,2,"2,860"
Lancaster - Thayer Memorial Library,2016,"8,054","101,747","$329,666 ",393,"2,818",11,76,111,"1,999",515,"4,893","11,322","25,364","52,073",8,"3,432"
Millis - Millis Public Library,2016,"8,047","122,488","$370,825 ",271,"3,909",64,"1,405",346,"10,947",681,"16,261","14,235","17,423","95,761",24,"13,728"
West Boylston - Beaman Memorial Public Library,2016,"7,901","81,035","$383,399 ",61,"1,623",6,42,267,"6,878",334,"8,543","7,393","8,548","64,365",12,"7,176"
Sterling - Conant Free Public Library,2016,"7,894","136,982","$379,708 ",132,"1,929",3,27,217,"1,870",352,"3,826","12,289","10,458","52,733",16,"2,496"
Ayer - Ayer Public Library,2016,"7,821","74,482","$496,882 ",42,327,9,37,91,"3,171",142,"3,535","4,062","12,974","76,643",13,"13,208"
Orange - Wheeler Memorial Library,2016,"7,756","47,830","$330,727 ",9,227,0,0,179,"3,721",188,"3,948","8,301","10,767","25,203",17,"7,540"
Upton - Upton Town Library,2016,"7,668","59,821","$239,863 ",67,313,4,61,113,"1,221",184,"1,595","9,280","7,788","23,725",6,"1,612"
Shirley - Hazen Memorial Library,2016,"7,613","59,897","$207,484 ",268,"3,578",71,716,134,"2,954",473,"7,248","5,943","11,627","43,763",11,"14,976"
Halifax - Holmes Public Library,2016,"7,606","44,485","$313,265 ",110,"1,124",5,12,214,"2,916",329,"4,052","10,706","19,583","51,600",8,"3,380"
Williamstown - David & Joyce Milne Public Library,2016,"7,599","137,425","$543,202 ",18,,9,104,174,"2,074",201,"2,178","17,104","15,758","80,138",15,"10,504"
Westminster - Forbush Memorial Library,2016,"7,404","68,225","$353,816 ",145,"1,751",0,0,194,"4,073",339,"5,824","9,193","10,892","47,223",6,"2,860"
Dighton - Dighton Public Library,2016,"7,214","30,605","$237,104 ",71,593,45,235,193,"2,395",309,"3,223","9,283","12,756","16,013",3,"1,300"
Rockport - Rockport Public Library,2016,"7,131","78,355","$520,280 ",204,"3,129",5,15,127,"3,740",336,"6,884","12,218","21,682","87,899",13,"11,544"
Groveland - Langley Adams Library,2016,"7,019","45,474","$229,195 ",104,"1,232",28,56,312,"1,242",444,"2,530","6,896","6,057","34,082",6,"1,716"
Great Barrington - Mason Library,2016,"6,996","148,210","$508,005 ",141,"1,151",4,37,273,"3,844",418,"5,032","20,660","18,717","121,622",41,"16,692"
West Bridgewater - West Bridgewater Public Library,2016,"6,983","46,636","$418,227 ",32,407,2,8,110,"2,142",144,"2,557","9,629","18,415","27,525",10,"3,692"
Stow - Randall Library,2016,"6,916","77,359","$232,657 ",21,352,53,404,163,"3,689",237,"4,445","15,157","14,157","46,034",5,"10,660"
Newbury - Newbury Town Library,2016,"6,853","44,285","$241,160 ",82,480,16,72,231,"3,459",329,"4,011","7,046","14,473","15,605",13,"2,340"
Dalton - Dalton Free Public Library,2016,"6,725","52,254","$187,186 ",32,358,0,0,94,"1,610",126,"1,968","6,205","6,877","44,242",7,"6,240"
Merrimac - Merrimac Public Library,2016,"6,612","55,287","$274,957 ",16,364,13,143,119,"1,809",148,"2,316","9,208","13,337","48,525",13,"4,420"
Harvard - Harvard Public Library,2016,"6,569","115,567","$553,239 ",82,"2,324",53,463,297,"6,814",432,"9,601","14,400","8,322","100,769",19,"7,644"
Lincoln - Lincoln Public Library,2016,"6,565","162,768","$931,976 ",208,"2,585",1,18,267,"5,590",476,"8,193","25,398","31,614","88,071",11,"28,912"
Berkley - Berkley Public Library,2016,"6,516","25,608","$119,687 ",5,193,,,118,"1,565",123,"1,758","6,608","7,628","9,750",3,520
Topsfield - Topsfield Town Library,2016,"6,388","116,071","$559,216 ",33,"1,887",0,0,133,"2,997",166,"4,884","16,983","19,637","73,876",15,"2,912"
Granby - Granby Free Public Library,2016,"6,290","60,227","$137,587 ",220,"2,100",40,180,117,"2,100",377,"4,380","6,866","6,271","28,000",15,"6,500"
Mattapoisett - Mattapoisett Public Library,2016,"6,172","77,112","$403,789 ",178,"2,202",8,190,208,"3,752",394,"6,144","14,105","19,211","77,300",12,"2,860"
Ashburnham - Stevens Memorial Library,2016,"6,155","28,929","$203,449 ",63,432,4,58,105,"1,689",172,"2,179","2,222","3,035","29,871",5,"1,040"
Chatham - South Chatham Public Library,2016,"6,131","3,684","$5,100 ",0,0,0,0,0,,0,0,0,0,"2,298",0,0
Chatham - Eldredge Public Library,2016,"6,131","97,665","$462,752 ",416,"6,849",91,"1,355",286,"7,551",793,"15,755","16,072","16,162","165,984",32,"32,968"
Rowley - Rowley Public Library,2016,"6,031","50,241","$273,149 ",127,"2,387",19,125,238,"3,657",384,"6,169","8,311","12,206","39,479",14,"13,572"
Southampton - Edwards Public Library,2016,"5,984","57,477","$138,786 ",84,"1,239",15,81,88,"1,791",187,"3,111","8,985","5,794","25,038",7,"2,028"
Hopedale - Bancroft Memorial Library,2016,"5,954","32,897","$258,978 ",76,627,14,72,110,"1,767",200,"2,466","4,745","8,455","20,294",6,"1,404"
Lee - Lee Library Association,2016,"5,921","64,755","$272,670 ",27,453,78,343,81,"1,726",186,"2,522","10,047","8,208","38,116",3,"3,900"
Mendon - Taft Public Library,2016,"5,904","29,706","$203,008 ",12,181,9,68,201,"3,268",222,"3,517","3,167","4,407","18,318",4,"1,300"
Orleans - Snow Library,2016,"5,868","156,766","$589,748 ",378,"11,039",0,0,127,"2,018",505,"13,057","24,315","12,164","173,437",10,"20,800"
Dover - Dover Town Library,2016,"5,797","158,747","$573,962 ",258,"2,876",54,"2,082",268,"18,260",580,"23,218","14,322","12,668","84,292",115,"22,464"
Barre - Woods Memorial Library,2016,"5,446","38,042","$199,158 ",19,187,3,68,124,"1,820",146,"2,075","5,823","5,756","24,099",7,"2,860"
Rochester - Joseph H. Plumb Memorial Library,2016,"5,381","37,131","$200,429 ",80,537,0,0,148,"1,476",228,"2,013","10,058","8,484",,8,"1,456"
Hadley - Goodwin Memorial Library,2016,"5,271","48,899","$201,887 ",76,"1,130",40,204,142,"1,232",258,"2,566","7,056","6,272","20,528",13,"2,600"
Manchester-by-the-Sea - Manchester-by-the-Sea Public Library,2016,"5,249","63,056","$441,150 ",73,"1,250",37,928,193,"2,385",303,"4,563","11,373","18,319","43,180",8,"6,240"
Hampden - Hampden Free Library,2016,"5,179","23,961","$122,742 ",32,687,10,141,120,"2,153",162,"2,981","2,971","4,617","12,921",8,"1,092"
Warren - Warren Public Library,2016,"5,168","17,247","$78,371 ",59,337,,,29,172,88,509,"2,748","3,071","13,310",4,"1,040"
Warren - West Warren Library Association,2016,"5,168","9,926","$78,371 ",3,100,,,23,262,26,362,"1,149","2,673","6,324",4,"3,380"
Boxborough - Sargent Memorial Library,2016,"5,137","98,989","$371,615 ",192,"2,061",58,754,232,"4,948",482,"7,763","9,079","13,714","81,506",12,"16,640"
Deerfield - Tilton Library,2016,"5,089","50,844","$157,119 ",83,800,156,251,239,"2,007",478,"3,058","8,101","6,532",,4,"4,784"
Bolton - Bolton Public Library,2016,"5,075","79,086","$406,718 ",129,"1,122",48,364,150,"3,605",327,"5,091","7,595","15,055","42,049",9,"1,300"
Carlisle - Gleason Public Library,2016,"5,028","94,195","$594,064 ",68,"1,271",33,392,139,"2,811",240,"4,474","14,379","23,938","83,825",6,"7,956"
Lenox - Lenox Library Association,2016,"4,983","63,098","$258,383 ",80,"2,096",0,0,496,"8,497",576,"10,593","7,990","12,915","42,572",8,"4,992"
Eastham - Eastham Public Library,2016,"4,932","48,710","$319,852 ",66,"1,196",,,143,"3,826",209,"5,022","12,102","9,952",,6,"5,356"
Marion - Elizabeth Taber Memorial Library,2016,"4,919","42,840","$154,253 ",67,357,1,13,180,"3,341",248,"3,711","11,884","7,326","36,000",5,"2,340"
Paxton - Richards Memorial Library,2016,"4,854","23,499","$168,500 ",14,202,,,74,"1,648",88,"1,850","3,400","5,950","9,600",4,"1,300"
North Brookfield - Haston Free Public Library,2016,"4,755","25,558","$99,786 ",99,"1,166",4,65,63,889,166,"2,120","6,374","3,885","24,000",9,"1,924"
Oak Bluffs - Oak Bluffs Public Library,2016,"4,685","116,821","$488,797 ",285,"4,297",26,238,234,"7,408",545,"11,943","12,542","23,391","64,351",23,"10,400"
Hubbardston - Hubbardston Public Library,2016,"4,464","11,635","$71,952 ",4,82,5,10,31,483,40,575,"1,814","1,186","4,387",5,312
Avon - Avon Public Library,2016,"4,454","31,730","$412,118 ",30,300,0,0,40,227,70,527,"3,890","9,993","40,255",5,"5,044"
West Newbury - G. A. R. Memorial Library,2016,"4,437","90,043","$328,218 ",42,457,22,133,144,"3,823",208,"4,413","15,443","14,136","53,806",7,"4,004"
Boylston - Boylston Public Library,2016,"4,431","25,923","$184,642 ",47,661,15,98,76,"1,099",138,"1,858","4,571","3,756","23,760",6,"3,484"
Edgartown - Edgartown Free Public Library,2016,"4,278","53,998","$623,756 ",132,"2,636",0,0,112,"1,354",244,"3,990","6,915","18,596","39,619",17,"7,072"
Sherborn - Sherborn Library,2016,"4,239","54,762","$402,931 ",176,"1,091",5,65,119,"1,830",300,"2,986","6,232","14,856","48,816",6,"2,080"
Tisbury - Vineyard Haven Public Library,2016,"4,108","84,005","$572,698 ",188,"4,353",8,8,206,"2,275",402,"6,636","13,565","24,731","69,892",21,"16,276"
West Brookfield - Merriam-Gilbert Public Library,2016,"3,759","35,109","$189,745 ",62,509,10,117,107,"2,232",179,"2,858","4,463","5,766","36,147",5,"3,224"
Brimfield - Brimfield Public Library,2016,"3,708","11,075","$96,577 ",18,233,0,0,8,102,26,335,579,0,"5,352",2,780
Sunderland - Sunderland Public Library,2016,"3,690","61,171","$123,006 ",224,"2,748",67,380,118,"2,259",409,"5,387","10,222","6,822","50,464",15,"11,700"
Essex - T.O.H.P. Burnham Free Library,2016,"3,606","28,667","$135,973 ",40,696,16,94,65,"1,112",121,"1,902","8,344","6,008",,3,"1,560"
Nahant - Nahant Public Library,2016,"3,446","14,504","$210,404 ",14,391,4,14,29,480,47,885,511,444,"11,013",4,416
Princeton - Princeton Public Library,2016,"3,436","35,814","$178,317 ",46,632,15,179,142,"2,270",203,"3,081","6,690","4,748","28,219",9,"2,340"
Brookfield - Merrick Public Library,2016,"3,381","25,536","$114,718 ",55,850,8,150,58,"1,894",121,"2,894","4,478","5,776","16,019",5,"2,600"
Dunstable - Dunstable Free Public Library,2016,"3,346","18,636","$154,739 ",43,991,37,89,124,"1,839",204,"2,919","4,312","8,287","11,500",3,780
Hatfield - Hatfield Public Library,2016,"3,282","25,899","$107,847 ",17,110,1,85,52,992,70,"1,187","4,914","4,267","12,266",3,468
Sheffield - Bushnell-Sage Library,2016,"3,225","35,059","$162,013 ",289,"1,829",,,178,"1,559",467,"3,388","5,239","10,881","29,416",5,"6,552"
Millville - Millville Free Public Library,2016,"3,210","3,552","$31,145 ",7,100,,,25,198,32,298,,,,5,260
Cheshire - Cheshire Public Library,2016,"3,192","7,253","$26,910 ",6,135,2,15,32,223,40,373,"1,000",763,"4,217",1,52
Ashby - Ashby Free Public Library,2016,"3,161","19,982","$90,728 ",37,193,18,98,73,856,128,"1,147","3,477","5,872","11,400",6,364
Lanesborough - Lanesborough Public Library,2016,"3,037","8,161","$35,014 ",4,140,0,0,52,418,56,558,212,356,"5,292",2,260
Northfield - Field Library,2016,"3,023",324,$625 ,1,45,0,0,8,40,9,85,454,16,294,0,0
Northfield - Dickinson Memorial Library,2016,"3,023","44,645","$152,684 ",135,"1,241",0,0,75,"1,797",210,"3,038","9,150","2,932","24,990",7,416
Hardwick - Paige Memorial Library,2016,"2,997","4,737","$50,438 ",3,9,11,31,14,126,28,166,"1,104",332,"2,823",3,416
Hardwick - Gilbertville Public Library,2016,"2,997","13,672","$23,427 ",77,903,0,0,5,222,82,"1,125",994,300,"9,055",7,"9,360"
Provincetown - Provincetown Public Library,2016,"2,966","44,710","$315,994 ",384,"4,904",14,163,48,544,446,"5,611","8,280","12,341","308,983",12,"39,000"
Berlin - Berlin Public Library,2016,"2,942","16,477","$128,834 ",19,455,36,180,180,"2,017",235,"2,652","3,670","3,836","10,400",3,936
West Tisbury - West Tisbury Free Public Library,2016,"2,874","190,076","$686,506 ","1,643","11,299",80,541,235,"4,180","1,958","16,020","1,340",347,"147,607",20,"36,400"
Plympton - Plympton Public Library,2016,"2,859","21,157","$131,820 ",108,903,1,12,89,"1,455",198,"2,370","3,200","8,757","11,875",6,"1,248"
Wellfleet - Wellfleet Public Library,2016,"2,733","124,706","$426,480 ",467,"14,332",70,275,398,"4,562",935,"19,169","13,980","16,807","124,701",22,"30,992"
Holland - Holland Public Library,2016,"2,495","7,132","$46,670 ",30,406,20,48,40,279,90,733,958,"1,678","4,046",2,520
Williamsburg - Meekins Public Library,2016,"2,466","73,423","$131,067 ",32,434,10,39,116,"1,256",158,"1,729","9,896","9,971","46,576",11,"1,352"
"Becket - Becket Athenaeum, Inc.",2016,"2,317","6,357","$53,460 ",8,100,154,"1,216",130,"1,300",292,"2,616",563,309,"6,889",9,"4,524"
East Brookfield - East Brookfield Public Library,2016,"2,183","11,800","$80,469 ",100,"1,032",8,26,89,"1,624",197,"2,682","1,635","2,724","7,454",3,"1,248"
Huntington - Huntington Public Library,2016,"2,168","9,333","$68,750 ",30,230,0,0,20,239,50,469,526,205,"4,319",5,"3,016"
Bernardston - Cushman Library,2016,"2,123","14,591","$64,230 ",67,436,9,24,76,310,152,770,"3,169","1,851","7,470",2,
Truro - Truro Public Library,2016,"2,011","70,563","$360,155 ",105,"3,167",10,33,201,"4,674",316,"7,874","10,347","15,931","95,121",5,"9,828"
Hinsdale - Hinsdale Public Library,2016,"1,994","13,146","$66,800 ",13,146,,,8,90,21,236,468,,"7,107",4,"3,120"
Stockbridge - Stockbridge Library Association,2016,"1,963","18,902","$144,100 ",39,"1,300",4,36,132,"3,096",175,"4,432","2,960","3,183","23,308",9,"3,432"
Oakham - Fobes Memorial Library,2016,"1,912","7,135","$56,626 ",60,630,10,145,256,"3,593",326,"4,368",223,268,"6,250",3,"1,040"
Conway - Field Memorial Library,2016,"1,902","9,785","$2,385 ",26,396,1,,11,151,38,547,387,,"4,459",1,156
Shelburne - Shelburne Free Public Library,2016,"1,893","9,286","$28,322 ",0,0,0,0,1,12,1,12,"1,224","1,379",,1,416
Shelburne - Arms Library,2016,"1,893","26,969","$30,343 ",36,556,0,,26,70,62,626,"5,341","2,592",,3,780
Buckland - Buckland Public Library,2016,"1,889","13,026","$38,395 ",,,0,0,,,0,0,"2,045","1,697",,4,"1,404"
Wales - Wales Public Library,2016,"1,875","6,448","$50,230 ",1,0,0,0,49,175,50,175,877,"1,601","3,306",3,364
Leverett - Leverett Library,2016,"1,861","36,854","$73,093 ",53,858,0,,64,806,117,"1,664","7,087","4,334","18,057",6,"1,820"
Erving - Erving Public Library,2016,"1,796","15,878","$57,893 ",14,166,4,44,27,756,45,966,"3,163","2,777","6,447",4,"1,040"
Russell - Russell Public Library,2016,"1,789","2,517","$38,769 ",4,28,0,0,9,122,13,150,25,25,0,3,
Shutesbury - M. N. Spear Memorial Library,2016,"1,773","33,474","$68,327 ",54,579,0,0,73,"1,224",127,"1,803","4,737","4,852","11,097",2,"1,820"
Ashfield - Belding Memorial Library,2016,"1,733","28,896","$45,512 ",12,110,0,0,41,225,53,335,"4,783","2,504","8,734",3,"1,300"
Phillipston - Phillips Free Public Library,2016,"1,707","6,640","$25,720 ",8,75,0,0,41,"2,043",49,"2,118",127,0,,3,260
Clarksburg - Clarksburg Town Library,2016,"1,679","19,973","$62,535 ",3,325,1,48,120,"2,955",124,"3,328",912,"1,933",,5,"2,600"
Colrain - Griswold Memorial Library,2016,"1,661","16,002","$55,480 ",13,137,0,0,31,286,44,423,"3,432","2,095","5,628",3,260
Granville - Granville Public Library,2016,"1,612","7,505","$36,702 ",4,60,0,0,6,65,10,125,772,"2,331","3,758",3,104
Westhampton - Westhampton Memorial Library,2016,"1,603","21,082","$89,832 ",190,"1,937",0,0,115,"1,583",305,"3,520","2,879","3,867",,4,"1,300"
Otis - Otis Free Public Library,2016,"1,595","14,166","$60,885 ",5,125,,,7,140,12,265,"2,894","2,653","8,790",5,
Charlemont - Tyler Memorial Library,2016,"1,586","2,759","$22,099 ",8,184,1,11,9,62,18,257,173,0,"1,624",2,"1,196"
Whately - S. White Dickinson Memorial Library,2016,"1,505","11,792","$55,235 ",46,"1,003",3,25,18,380,67,"1,408","1,545","2,488","5,050",3,832
New Marlborough - New Marlborough Town Library,2016,"1,497","22,564","$97,218 ",58,444,0,0,70,"1,399",128,"1,843","3,134","4,783","10,894",3,"1,040"
Gill - Slate Memorial Library,2016,"1,491","3,107","$25,832 ",1,25,,,40,100,41,125,97,,"1,856",2,
Richmond - Richmond Free Public Library,2016,"1,453","16,171","$56,382 ",29,319,0,0,30,169,59,488,"2,777","2,231","7,930",3,260
Chester - Hamilton Memorial Library,2016,"1,360","6,617","$34,911 ",,15,,,4,93,4,108,458,,,,"2,600"
Pelham - Pelham Library,2016,"1,319","36,992","$48,531 ",77,"1,184",3,86,223,"4,577",303,"5,847",791,466,"14,338",8,"1,612"
West Stockbridge - West Stockbridge Public Library,2016,"1,288","9,381","$34,728 ",3,30,1,10,10,91,14,131,"1,890","1,758","6,277",4,"1,456"
Royalston - Phinehas S. Newton Library,2016,"1,263","13,658","$55,333 ",71,"1,093",11,110,73,695,155,"1,898","1,295",400,"8,840",4,"1,560"
Blandford - Porter Memorial Library,2016,"1,246","10,271","$45,631 ",65,210,0,0,26,120,91,330,798,"1,538",,5,"1,040"
Petersham - Petersham Memorial Library,2016,"1,244","10,949","$9,050 ",22,389,5,0,45,624,72,"1,013","2,492","1,598","5,926",5,624
Chesterfield - Chesterfield Public Library,2016,"1,239","6,833","$24,630 ",4,100,0,0,50,632,54,732,674,"1,165",0,3,312
Egremont - Egremont Free Library,2016,"1,224","2,473","$34,447 ",12,72,6,10,35,525,53,607,326,633,,3,416
Worthington - Worthington Library,2016,"1,167","4,165","$16,441 ",77,365,0,,24,324,101,689,496,0,"3,382",4,520
Goshen - Goshen Free Public Library,2016,"1,058","1,006","$6,909 ",13,103,,,1,27,14,130,163,0,685,2,208
New Braintree - New Braintree Public Library,2016,"1,024","3,783","$17,270 ",4,76,,,18,328,22,404,36,0,"2,590",3,312
New Salem - New Salem Public Library,2016,"1,002","12,319","$54,083 ",22,261,40,479,30,265,92,"1,005","1,769","2,195","6,614",6,728
Monterey - Monterey Public Library,2016,957,"15,967","$68,310 ",56,672,0,0,9,140,65,812,"3,216","3,891","7,887",4,"3,120"
Sandisfield - Sandisfield Public Library,2016,920,979,"$13,749 ",5,,,,5,25,10,25,150,18,"1,125",2,416
Chilmark - Chilmark Free Public Library,2016,913,"60,128","$327,812 ",37,"1,069",,,237,"3,549",274,"4,618","3,799","17,122","38,553",8,"1,092"
Windsor - Windsor Free Public Library,2016,903,"2,570","$2,615 ",0,0,0,0,26,181,26,181,423,,"1,505",1,260
Wendell - Wendell Free Library,2016,868,"27,475","$43,084 ",227,"1,441",33,152,110,"1,447",370,"3,040","3,821","3,785","15,638",7,"3,120"
Cummington - Bryant Free Library,2016,867,"1,472","$7,330 ",6,24,0,0,1,8,7,32,22,0,"1,047",1,156
Montgomery - Grace Hall Memorial Library,2016,862,"6,170","$21,991 ",13,378,,,13,346,26,724,342,248,"3,195",1,416
Peru - Peru Library,2016,842,"2,290","$8,254 ",10,132,1,4,4,48,15,184,93,0,"1,390",4,260
Warwick - Warwick Free Public Library,2016,774,"4,325","$28,443 ",4,164,0,0,1,60,5,224,893,982,"5,412",3,"3,900"
Florida - Florida Free Public Library,2016,744,"4,403","$32,494 ",2,20,0,0,80,800,82,820,311,"1,573","3,079",2,520
Leyden - Robertson Memorial Library,2016,721,"3,576","$24,122 ",0,0,0,0,2,73,2,73,600,0,"2,146",1,52
Hancock - Taylor Memorial Library,2016,717,,,,,,,,,,,,,,,
Heath - Heath Free Public Library,2016,703,"16,172","$41,742 ",2,63,,,20,134,22,197,"3,016","2,382","5,310",3,"1,040"
Savoy - Savoy Hollow Library,2016,683,,,0,0,0,0,0,0,0,0,,,52,0,
